ID,Name,CAS #,CAS,SMILES ,InChiKeys,VDss (L/kg),Reference,Comments
193,Dicloxacillin,3116-76-5,3116-76-5,Clc1c(c2noc(c2C(=O)NC2C3SC(C(N3C2=O)C(=O)O)(C)C)C)c(Cl)ccc1,YFAGHNZHGGCZAX-UHFFFAOYSA-N,0.11,"Dittert LW, Griffen WO, LaPiana JC, Shainfeld FJ, and Doluisio JT (1969) Pharmacokinetic interpretation of penicillin levels in serum and urine after intravenous administration.  Antimic. Agents Chemother. 42-48.  Roder BL, Frimodt-Moller, Espersen F, and Rasumussen SN (1995) Dicloxacillin and flucloxacillin: pharmacokinetics, protein binding and serum bacteriocidal titers in healthy subjects after oral administration.  Infection 23: 107-112.","VDss calculated using micro rate constants reported in the reference by Dittert, et al.  Concentrations determined using a bioassay.  "
194,Didanosine,69655-05-6,69655-05-6,O1[C@@H](n2c3nc[nH]c(=O)c3nc2)CC[C@H]1CO,BXZVVICBKDXVGW-NKWVEPMBSA-N,0.77,"Knupp CA, Shyu WC, Dolin R, Valentine FT, McLaren C, Martin RR, Pittman KA, and Barbhaiya RH (1991) Pharmacokinetics of didanosine in patients with acquired immunodeficiency syndrome or acquired immunodeficiency syndrome-related complex.  Clin. Pharmacol. Ther. 49: 523-535.  Videx Product Label.",
195,Diflunisal,22494-42-4,22494-42-4,OC(=O)c1cc(ccc1O)c1ccc(F)cc1F,HUPFGZXOMWLGNK-UHFFFAOYSA-N,0.097,Nuernberg B and Brune K (1989) Buffering the stomach content enhances the absorption of diflunisal in man.  Biopharm. Drug Dispos. 10: 377-387.   Lin JH (1989) Species differences in protein binding of diflunisal.  Drug Metab. Dispos. 17: 221-223.,Parameters calculated from a digitized C vs t plot provided in the report.  Note: N=1
196,Digitoxin,71-63-6,71-63-6,O[C@@]12[C@H]3[C@@H]([C@@]4([C@H](CC3)C[C@@H](O[C@@H]3O[C@@H]([C@@H](O[C@@H]5O[C@@H]([C@@H](O[C@@H]6O[C@@H]([C@@H](O)[C@@H](O)C6)C)[C@@H](O)C5)C)[C@@H](O)C3)C)CC4)C)CC[C@@]1([C@H](CC2)C1=CC(=O)OC1)C,WDJUZGPOPHTGOT-XUDUSOBPSA-N,0.44,"Ochs HR, Grube E, Greenblatt DJ, Arendt R, and Bodem G (1981) Pharmacokinetics and pharmacodynamics of intravenous digoxin and digitoxin.  Klin. Wochenschr. 59: 889-897.  Kurz H, Mauser-Ganshorn A, and Stickel HH (1977) Differences in the binding of drugs to plasma proteins from newborn and adult man. I. Eur. J. Clin. Pharmacol. 11: 463-467.",VDss calculated using C vs t data obtained from digitization of a plot reported in the reference.
197,Digoxin,20830-75-5,20830-75-5,O[C@@]12[C@H]3[C@@H]([C@@]4([C@H](CC3)C[C@@H](O[C@@H]3O[C@@H]([C@@H](O[C@@H]5O[C@@H]([C@@H](O[C@@H]6O[C@@H]([C@@H](O)[C@@H](O)C6)C)[C@@H](O)C5)C)[C@@H](O)C3)C)CC4)C)C[C@@H](O)[C@@]1([C@H](CC2)C1=CC(=O)OC1)C,LTMHDMANZUZIPE-PUGKRICDSA-N,4.1,"Cusack B, Kelly J, O'Malley K, Noel J, Lavan J, and Horgan J (1979) Digoxin in the elderly: pharmacokinetic consequences of old age.  Clin. Pharmacol. Ther. 25: 772-776.  Ohnhaus EE, Spring P, and Dettli L (1972) Protein binding of digoxin in human serum.    Eur. J. Clin. Pharmacol.  5: 34-36.",VDss calculated using C vs t data obtained from digitization of a plot reported in the reference.
198,Dihydroquinidine,1435-55-8,1435-55-8,N12C([C@H](c3c4c(ncc3)ccc(c4)OC)O)CC([C@H](C1)CC)CC2,LJOQGZACKSYWCH-DDWHMBSISA-N,2.8,"Ueda CT, Williamson BJ, and Dzindzio BS (1976) Disposition kinetics of dihydroquinidine following quinidine administration.  Res. Comm. Chem. Path. Pharmacol. 14: 215-225.  Leroyer R, Varoquaux O, Guillebastres R, Jarreau C, Normand JP, Jaillon P, Advenier C, and Pays M (1986) Study on protein binding of 3-(R)- and 3-(S)-hydroxy derivatives of quinidine and dihydroquinidine.  Therapie  41: 159-162.",
199,Dilevalol,75659-07-3,75659-07-3,O[C@H](CN[C@@H](CCc1ccccc1)C)c1cc(c(O)cc1)C(=O)N,SGUAFYQXFOLMHL-FZKQIMNGSA-N,4.8,"Neubeck M, Becker C, Henke D, Roesch W, Spahn-Langguth H, and Mutschler E. (1993) Pharmacokinetics of dilevalol and its conjugates in man: assay method for plasma, blood, urine and bile samples and preliminary pharmacokinetic studies.  Arz. Forsch. 43: 953-957.",
200,Diltiazem,42399-41-7,42399-41-7,S1[C@@H]([C@H](OC(=O)C)C(=O)N(CCN(C)C)c2c1cccc2)c1ccc(OC)cc1,HSUGRBWQSSZJOP-LEWJYISDSA-N,4.1,"Hoglund P and Nilsson LG (1988) Physiological disposition of intravenously administered 14C-labeled diltiazem in healthy volunteers.  Ther. Drug Monit. 10: 401-409.  Kolle EU, Ochs HR, and Vollmer KO (1983) Pharmacokinetic model of diltiazem.  Arz. Forsch. 33: 972-977.  Kirsten R, Nelson K, Kirsten D, and Heintz B (!988) Clinical  pharmacokinetics  of vasodilators. Part I.  Clin. Pharmacokinet. 34: 457-482.",Different values reported for terminal phase half-life in the Hoglund and Nillson vs the Kolle et al reports.
201,Diphenhydramine,58-73-1,58-73-1,CN(CCOC(c1ccccc1)c1ccccc1)C,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,6.5,"Meredith CG, Christian CD, Johnson RF, Madhavan SV, and Schenker S (1984) Diphenhydramine disposition in chronic liver disease.  Clin. Pharmacol. Ther. 35: 474-479.  Spector R, Choudhury AK, Chiang CK, Goldberg MJ, and Ghoneim MM (1980) Diphenhydramine in Orientals and Caucasians.  Clin. Pharmacol. Ther. 28: 229-234.",
202,Diprafenone,81447-80-5,81447-80-5,OC(CNC(CC)(C)C)COc1c(C(=O)CCc2ccccc2)cccc1,VDKMYSMWQCFYBQ-UHFFFAOYSA-N,1.2,"Trenk D, Wagner F, Sachs W, and Jaehnchen E (1989) Pharmacokinetic characterization of the antiarrhythmic drug diprafenone in man.    Eur. J. Clin. Pharmacol. 37: 313-316.",
203,Diprophylline,479-18-5,479-18-5,c12c(c(=O)n(c(=O)n1C)C)n(cn2)C[C@H](O)CO,KSCFJBIXMNOVSH-LURJTMIESA-N,0.42,Zuidema J and Merkus FWHM (1981) Pharmacokinetics and pharmacodynamics of diprophylline.  Pharm. Weekbl. 3: 1320-221.,VDss was calculated using C vs t data obtained by digitization of the plot provided in the reference.
204,Disopyramide,3737-09-5,3737-09-5,O=C(N)C(c1ncccc1)(c1ccccc1)CCN(C(C)C)C(C)C,UVTNFZQICZKOEM-UHFFFAOYSA-N,0.52,"Lima JJ, Haughey DB, and Leier CV (1984) Disopyramide pharmacokinetics and bioavailability following the simultaneous administration of disopyramide and 14C-disopyramide.  J. Pharmacokinet. Biopharm. 12: 289-313.",
205,Docetaxel,114977-28-5,114977-28-5,O([C@]12[C@@H]3[C@@]([C@@H](O)C[C@H]1OC2)(C(=O)[C@H](O)C1=C([C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c2ccccc2)C[C@@](O)([C@H]3OC(=O)c2ccccc2)C1(C)C)C)C)C(=O)C,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,2.1,"Rosing H, Lustig V, van Warmerdam LJC, Huizing MT, ten Bokkel Huinink WW, Schellens JHM, Rodenhuis S, Bult A, and Beijnen JH (2000) Pharmacokinetics and metabolism of docetaxel administered as a 1-h intravenous infusion.    Cancer Chemother. Pharmacol. 45: 213-218.  Minami H, Kawada K, Sasaki Y, Igarashi T, Saeki T, Tahara M, Itoh K, and Fujii H (2006) Pharmacokinetics and pharmacodynamics of protein-unbound docetaxel in cancer patients.  Cancer Sci.  97: 235-241.",
206,Dofetilide,115256-11-6,115256-11-6,CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc1ccc(NS(=O)(=O)C)cc1,IXTMWRCNAAVVAI-UHFFFAOYSA-N,3.3,"Gemmill JD, Howie CA, Meredith PA, Kelman AW, Rasmussen HS, Hillis WS, and Elliott HL (1991) A dose ranging study of UK-68,798, a novel class III anti-arrhythmic agent, in normal volunteers.  Br. J. Clin. Phaemacol. 32: 429-432.  Smith DA, Rasmussen HS, Stopher DA, and Walker DK (1992) Pharmacokinetics and metabolism of dofetilide in mouse, rat, dog and man.  Xenobiotica 22: 709-719.",
207,Dolasetron,115956-12-2,115956-12-2,O(C1CC2N3[C@H](CC(C2)C(=O)C3)C1)C(=O)c1c2c([nH]c1)cccc2,UKTAZPQNNNJVKR-DBBXXEFVSA-N,2.0,"Dimmit DC, Choo YS, Martin LA, Arumugham T, Hahne WF, and Weir SJ (1999) Intravenous pharmacokinetcs and absolute oral bioavailability of dolasetron in healthyl volunteers: part 1.  Biopharm. Drug Disp. 20, 29-39.",Pharmacokinetic parameters were calculated from C vs t data obtained by digitization of the plot provided in the reference.
208,Domperidone,57808-66-9,57808-66-9,ClCCCn1c(=O)[nH]c2c1cccc2,GUMPYDGUYXOYML-UHFFFAOYSA-N,3.4,"Heykants J, Hendriks R, Meuldermans W, Michiels M, Scheygrond H, and Reyntjens H (1981) On the pharmacokinetics of domperidone in animals and man.  IV.  The pharmacokinetics of intravenous domperidone and its bioavailability in man following intramuscular, oral and rectal administration.  Eur. J. Drug Metab. Pharmacokinet.  6: 61-70. ","VD calculated from micro rate constants reported in the paper by Heykants, et al."
209,Doxacurium,133814-18-3,133814-18-3,c12c(cc(c(c1OC)OC)OC)CC[N@+]([C@@H]2Cc1cc(c(c(c1)OC)OC)OC)(CCCOC(=O)CCC(=O)OCCC[N@@+]1([C@H](c2c(CC1)cc(c(c2OC)OC)OC)Cc1cc(c(c(c1)OC)OC)OC)C)C,GBLRQXKSCRCLBZ-IYQFLEDGSA-N,0.22,"Cook DR, Freeman JA, Lai AA, Robertson KA, Kang Y, Stiller RL, Aggarwal S, Abou-Donia MM, and Welch RM (1991) Pharmacokinetics and pharmacodynamics of doxacurium in normal patients and in those with hepatic or renal failure. Anesth. Analg. 72: 145-150.   Roy JJ and Varin F (2004) Physicochemical properties of neuromuscular blocking agents and their impact on the pharmacokinetic-pharmacodynamic relationship.  Br. J. Anaesth. 93: 241-248.",
210,Doxapram,309-29-5,309-29-5,O=C1N(CC(C1(c1ccccc1)c1ccccc1)CCN1CCOCC1)CC,XFDJYSQDBULQSI-UHFFFAOYSA-N,1.2,Robson RH and Prescott LF (1979) A pharmacokinetic study of doxapram in patients and volunteers.  Br. J. Clin. Pharmacol. 7: 81-87.  ,VDss calculated from digitized from plot reported
211,Doxazosin,74191-85-8,74191-85-8,O1C(C(=O)N2CCN(c3nc4c(c(n3)N)cc(OC)c(OC)c4)CC2)COc2c1cccc2,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,1.3,"Meredith PA, Elliott HL, Kelman AW, and Reid JL (1985) Application of pharmacokinetic-pharmacodynamic modelling for the comparison of quinazoline alpha-adrenoreceptor agonists in normotensive volunteers.  J. Cardiovasc. Pharmacol. 7: 532-537.  Vincent J, Meredith PA, Elliott HL, and Reid JL (1986) The pharmacokinetics of doxazosin in elderly normotensives.  Br. J. Clin. Pharmacol. 21: 521-524.  Kaye B, Cussans NJ Faulkner JK, Stopher DA, and Reid JL (1986) The metabolism and kinetics of doxazosin in man, mouse, rat and dog.    Br. J. Clin. Pharmacol. 21(Suppl. 1): 19S-25S.",
212,Doxepin,1668-19-5,1668-19-5,O1c2c(/C(=C/CCN(C)C)/c3c(C1)cccc3)cccc2,ODQWQRRAPPTVAG-GZTJUZNOSA-N,12,"Yan JH, Hubbard JW, McKay G, Korchinski ED, Midha KK (2002) Absolute bioavailability and stereoselective pharmacokinetics of doxepin.    Xenobiotica 32: 615-623.  Virtanen R, Iisalo E, and Irjala K (1982) Protein binding of doxepin and desmethyldoxepin.  Acta Pharmacol. Toxicol.  51: 159-164.",Z- and E isomer data were averaged.
213,Doxifluridine,3094-09-5,3094-09-5,O=c1[nH]c(=O)c(F)cn1[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,ZWAOHEXOSAUJHY-ZIYNGMLESA-N,0.28,"Schaaf LJ, Dobbs BR, Edwards IR, and Perrier DG (1988) The pharmacokinetics of doxifluridine and 5-fluorouracil after single intravenous infusions of doxifluridine to patients with colorectal cancer.  Eur. J. Clin. Pharmacol. 34: 439-443.  Meynial D, Lopez A, Malet-Martino MC, Hoffmann JS, and Martino R (1988) Application of fluorine-19 nuclear magnetic resonance to the determination of plasma-protien binding of 5'-deoxy-5-fluorouridine, a new antineoplastic fluoropyrimidine.  J. Pharm. Biomed. Anal. 6: 47-59.",Concentration dependent; fu data cited is for the lowest concentration.
214,Doxorubicin,23214-92-8,23214-92-8,O(C1CC(O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)c(OC)ccc2)C(=O)CO)C1OC(C(O)C(N)C1)C,AOJJSUZBOXZQNB-UHFFFAOYSA-N,22,"Carmaggi CM, Comparsi R, Strocchi E, Testoni F, Angelli B, and Pannuti F (1988) Epirubicin and doxorubicin comparative metabolism and pharmacokinetics.  Canc. Chemother. Pharmacol. 21: 221-228.  Piscitelli SC, Rodvold KA, Rushing DA, and Tewksbury DA (1993) Pharmacokinetics and pharmacodynamics of doxorubicin in patients with small cell lung cancer.  Clin. Pharmacol. Ther. 53: 555-561.  Eksborg S, Ehrsson H, and Ekqvist B (1982) Protein binding of anthraquinone glycosides, with special reference to adriamycin.    Cancer Chemother. Pharmacol. 10: 7-10.",
215,Doxycycline,564-25-0,564-25-0,O[C@@]12[C@@H]([C@@H](O)[C@H]3C(=C1O)C(=O)c1c([C@@H]3C)cccc1O)[C@H](N(C)C)C(=C(C2=O)C(=O)N)O.O,XQTWDDCIUJNLTR-CVHRZJFOSA-N,0.69,"Nguyen VX, Nix DE, Gillikin S, and Schentag JJ (1989)  Effect of oral antacid administration on the pharmacokinetics of intravenous doxycycline.  Antimic. Agents Chemother. 33: 434-436.  Houin G, Brunner F, Nebout T, Cherfaoui M, Lagrue G, and Tillement JP (1983) The effects of chronic renal insufficiency on the pharmacokinetics of doxycycline in man.  Br. J. Clin. Pharmacol. 16: 245-252.  Raghuram TC and Krishnaswamy K (1982) Pharmacokinetics and plasma steady-state levels of doxycycline in undernutrition.  Br. J. Clin. Pharmacol. 14: 785-789.",
216,DP-b 99,222315-88-0,222315-88-0,N(c1c(OCCOc2c(N(CC(=O)O)CC(=O)OCCOCCCCCCCC)cccc2)cccc1)(CC(=O)O)CC(=O)OCCOCCCCCCCC,FTGBVHPWUIHWRH-UHFFFAOYSA-N,1.1,"Rosenberg G, Angel I, and Kozak A (2005) Clinical pharmacology of DP-b99 in healthy volunteers: First administration to humans.  Br. J. Clin. Pharmacol. 60: 7-16. ",
217,Drotaverine,14009-24-6,14009-24-6,O(c1c(OCC)cc2c(/C(=C/c3cc(OCC)c(OCC)cc3)/NCC2)c1)CC,OMFNSKIUKYOYRG-MOSHPQCFSA-N,1.9,"Bojali OO, Onyeji CO, Ogundani AO, Olugbade TA, and Ogunbona FA (1996) Pharmacokinetics and bioavailability of drotaverine in humans.  Eur. J. Drug Metab. Pharmacokinet. 21: 217-221.  Vargay Z, Deutsch T, Szatmari I, Szuts T, Varkonyi P, Kerpel-Fronius S, and Eckhardt S (1984) The fate of drtoaverine-acephyllinate in rat and man II.  Human pharmacokinetics of drotaverine-14C-acephyllinate.  Eur. J. Drug Metab. Pharmacokinet. 9: 17-29.",VDss calculated from C vs t data obtained by digitization of the data provided in the reference.
218,Edrophonium,312-48-1,312-48-1,c1(cccc(c1)O)[N+](CC)(C)C,VWLHWLSRQJQWRG-UHFFFAOYSA-O,1.1,"Morris RB, Cronnelly R, Miller RD, Stanski DR, and Fahey MR (1981) Pharmacokinetics of edrophonium and neostigmine when antagonizing d-tubocurarine neuromuscular blockade in man.  Anesthesiol. 54: 399-402.",
219,Eletriptan,143322-58-1,143322-58-1,S(=O)(=O)(c1ccccc1)CCc1cc2c(c[nH]c2cc1)C[C@@H]1N(CCC1)C,PWVXXGRKLHYWKM-LJQANCHMSA-N,1.6,"Milton AK, Scott NR, Allen MJ, Abel S, Jenkins VC, James GC, Rance DJ, and Eve MD (2002) Pharmacokinetics, pharmacodynamics, and safety of the 5-HT1B/1D agonist eletriptan following intravenous and oral administration.  J. Clin. Pharmacol. 42: 528-539.  Relpax Product Label.",VDss was calculated from C vs t data obtained by digitization of the plot (0.102 mg/kg dose only) included in the reference.
220,Eltanolone,128-20-1,128-20-1,C1C[C@H](C[C@H]2CC[C@@H]3[C@@H]([C@@]12C)CC[C@]1([C@H]3CC[C@@H]1C(=O)C)C)O,AURFZBICLPNKBZ-YZRLXODZSA-N,2.0,"Dale O, Hynne H, Parivar K, Johansson E, and Widman M (1999) Pharmacokinetics of etanolone in male and female patients following intravenous bolus injection.  Acta Anaesthesiol. Scand.  43: 415-420.",
221,Enalaprilat,76420-72-9,76420-72-9,O=C(N1[C@@H](CCC1)C(=O)O)[C@@H](N[C@H](C(=O)O)CCc1ccccc1)C.O.O,MZYVOFLIPYDBGD-MLZQUWKJSA-N,0.38,"Hockings N, Ajayi AA, and Reid JL (1986) Age and the pharmacokinetics of angiotensin converting enzyme inhibitors enalapril and enalaprilat.  Br. J. Clin. Pharmacol. 21: 341-348.  Mujais  SK, Quintanilla A, Zahid M, Koch K, Shaw W, and Gibson T (1992) Renal handling of enalaprilat.    Am. J. Kidney Dis. 19: 121-125.",
222,Encainide,66778-36-7,66778-36-7,COc1ccc(cc1)C(=O)Nc1ccccc1CCC1CCCCN1C,PJWPNDMDCLXCOM-UHFFFAOYSA-N,2.2,"Wensing G, Monig H, Ohnhaus EE, and Hoensch HP (1991) Pharmacokinetics of encainide in patients with cirrhosis.  Cardiovasc. Drugs Ther. 5: 733-740.   C Funck-Brentano, J Turgeon, RL Woosley, and DM Roden (1989) Effect of low dose quinidine on encainide pharmacokinetics and pharmacodynamics.  Influence of genetic polymorphism.    Journal of Pharmacology and Experimental Therapeutics  249:  134-42.  Jaillon P (1990) Pharmacokinetics and metabolism of encainide.  Cardiovasc. Drugs Ther.  4(Suppl 3): 561-565.","EM data only from Funck-Bretano, et al. and Wensing et al. reports."
223,Endralazine,39715-02-1,39715-02-1,O=C(N1Cc2c(n[nH]/c(=N\N)/c2)CC1)c1ccccc1,ALAXZYHFVBSJKZ-UHFFFAOYSA-N,2.2,"Reece PA, Cozamanis I, and Zacest R (1983) Endralazine - a new hydralazine-like antihypertensive with high systemic bioavailability.  Eur. J. Clin. Pharmacol. 25: 553-556.",
224,Eniporide,176644-21-6,176644-21-6,NC(=NC(=O)c1cc(c(cc1C)n1cccc1)S(=O)(=O)C)N,UADMBZFZZOBWBB-UHFFFAOYSA-N,1.1,"Kovar A, Peters T, Beier N, and Derendorf H (2001) Pharmacokinetic/pharmacodynamic evaluation of the NHE inhibitor Eniporide.  J. Clin. Pharmacol. 41: 139-148.",
225,Enoxacin,74011-58-8,74011-58-8,CCn1cc(c(=O)c2c1cc(cc2)N1CCNCC1)C(=O)O,GHRVKTJOLCCNCJ-UHFFFAOYSA-N,2.0,"Nix DE, Lebsack ME, Chapelsky M, Sedman AJ, Busch J, and Norman A (1993)  Effect of oral antacids on disposition of intravenous enoxacin.    Antimic. Agents Chemother. 37: 775-777.   Wise R, Lister D, McNulty CAM, Griggs D, and Andrews JM (1986) The comparative pharmacokinetics and tissue penetration of four quinolones including intravenously administered enoxacin.  Infection  14: S196-S202.  Bergogne-Berezin E (2002)  Clinical role of protein binding of quinolones.  Clin. Pharmacokinet. 41: 741-750.",
226,Enprofylline,41078-02-8,41078-02-8,O=c1[nH]c(=O)c2c(n1CCC)[nH]cn2,SIQPXVQCUCHWDI-UHFFFAOYSA-N,0.63,"Lunell E, Borga O, and Alarsson R (1984) Pharmacokinetics of enprofylline in patients with impaired renal function after a single intravenous dose.  Eur. J. Clin. Pharmacol. 26: 87-93.  Kraan J, Borgstrom L, Koeter GH, Laseur M, Jonkman JHG, and deNoord OE (1988) Creation of four consecutive intantaneous steady-state plasma concentration plateaus of theophylline and enprofylline by repeated infusions with expoonentially decreasing delivery rates. Eur. J. Clin. Pharmacol. 35: 657-661.  Borga O, Larsson R, and Lunell E (1986) Effects of probenecid on enprofylline kinetics in man.  Eur. J. Clin. Pharmacol. 30: 221-223.  Tegner K, Borga O, and Svensson I (1983) Protein binding of enprofylline.  Eur. J. Clin. Pharmacol. 25: 703-708.",
227,Entacapone,130929-57-6,130929-57-6,O=C(N(CC)CC)/C(=C/c1cc([N+](=O)[O-])c(O)c(O)c1)/C#N,JRURYQJSLYLRLN-BJMVGYQFSA-N,0.27,"Heikkinen H, Saraheimo M, Antila S, Ottoila P, and Pentikainen PJ (2001) Pharmacokinetics of entacapone, a peripherally acting catechol-O-methyltransferase inhibitor, in man. A study using a stable isotope technique.   Eur. J. Clin. Pharmacol. 56: 821-826.   Najib J (2001)  Entacapone: a catechol-O-methyltransferase inhibitor for the adjunctive treatment of parkinson's disease. Clin. Ther. 23: 802-832.",
228,Epirubicin,56420-45-2,56420-45-2,O([C@@H]1c2c(c(O)c3c(c2O)C(=O)c2c(C3=O)cccc2OC)C[C@](O)(C1)C(=O)CO)[C@@H]1O[C@H]([C@H](O)[C@@H](N)C1)C,AOJJSUZBOXZQNB-VTZDEGQISA-N,45,"Carmaggi CM, Comparsi R, Strocchi E, Testoni F, Angelli B, and Pannuti F (1988) Epirubicin and doxorubicin comparative metabolism and pharmacokinetics.  Canc. Chemother. Pharmacol. 21: 221-228.  Carmaggi CM, Strocchi E, Martoni A, Angelelli B, Comparsi R, anmd Pannuti F (1985) Epirubicin plasma and blood pharmacokinetics after single i.v. bolus in advanced cancer patients.  Drugs Exptl. Clin. Res. 11: 285-294.  Eksborg S, Ehrsson H, and Ekqvist B (1982) Protein binding of anthraquinone glycosides, with special reference to adriamycin.  Canc. Chemother. Pharmacol. 10: 7-10.",
229,Epristeride,119169-78-7,119169-78-7,O=C(NC(C)(C)C)[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC3)C=C(CC4)C(=O)O)C)CC2)CC1)C,VAPSMQAHNAZRKC-PQWRYPMOSA-N,0.54,"Benincosa LJ, Audet PR, Lundberg D, Zariffa N, and Jorkasky DK (1996) Pharmacokinetics and absolute bioavailability of epristeride in healthy male subjects.  Biopharm, Drug Dispos. 17: 249-258.  Li JT, Zheng Z, and Jin J (2000) Pharmacokinetics of epristeride in healthy male volunteers.  Zhongguo Linchuang Yaolixue Zazhi 16: 424-428.",
230,Eprosartan,133040-01-4,133040-01-4,s1c(CC(=Cc2n(c(nc2)CCCC)Cc2ccc(cc2)C(=O)O)C(=O)O)ccc1,OROAFUQRIXKEMV-UHFFFAOYSA-N,0.17,"Tenero D, Martin D, Ilson B, Jushchyshyn J, Boike S, Lundberg D, Zariffa N, Boyle D, Jorkasky D (1998)  Pharmacokinetics of intravenously and orally administered eprosartan in healthy males: absolute bioavailability and effect of food.  Biopharm. Drug Dispos. 19: 351-356.  Kovacs SJ, Tenero DM, Martin DE, Ilson BE, and Jorkasky DK (1999) Pharmacokinetics and protein binding of eprosartan in hemodialysis-dependent patients with end-stage renal disease.  Pharmacotherapy 19: 612-619. ",
231,Eptifibatide,188627-80-7,188627-80-7,C1C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@@H](CSSCCC(=O)N[C@H](C(=O)N1)CCCCNC(=N)N)C(=O)N)CCC2)Cc1c[nH]c2c1cccc2)CC(=O)O,CZKPOZZJODAYPZ-LROMGURASA-N,0.17,"Gretler D, Guerciolini R, and Williams PJ (2004) Pharmacokinetic and pharmacodynamic properties of eptifibatide in subjects with normal or impaired renal function. Clin. Ther. 26: 390-398.  Integrilin Product Label.",
232,Ergotamine,113-15-5,113-15-5,O1[C@]2(O)N(C(=O)[C@@]1(NC(=O)[C@@H]1C=C3[C@H](N(C1)C)Cc1c4c3cccc4[nH]c1)C)[C@H](C(=O)N1[C@H]2CCC1)Cc1ccccc1,XCGSFFUVFURLIX-VFGNJEKYSA-N,3.6,"Ibraheem JJ, Paalzow L, and Tfelt-Hansen P (1985) Linear pharmacokinetics of intravenous ergotamine tartrate.  Eur. J. Clin. Pharmacol. 29: 61-66.",VDss calculated from compartmental parameters provided in the reference.
233,Eritoran,185955-34-4,185955-34-4,[C@H]1([C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)NC(=O)CC(=O)CCCCCCCCCCC)OCCCCCCCCCC)O)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC)OP(=O)(O)O)OCC[C@H](OC)CCCCCCC)NC(=O)CCCCCCCCC/C=C\CCCCCC,BPSMYQFMCXXNPC-MFCPCZTFSA-N,0.048,"Wong YN, Rossignol D, Rose JR, Kao R, Carter A, and Lynn M (2003) Safety, pharmacokinetics, and pharmacodynamics of E5564, a lipid A antagonist, during an ascending single-dose clinical study.  J. Clin. Pharmacol. 43: 735-742.  Rossignol DP, Wasan KM, Choo E Yau E, Wong N, Rose J, Moran J, and Lynn M (2003) Safety, pharmacokinetics, pharmacodynamics, and plasma lipoprotein distribution of eritoran (E5564) during continuous intravenous infusion into healthy volunteers.    Antimic. Agents Chemother. 48: 3233-3240.",Protein binding driven by lipoproteins--not reported directly
