MoKa.LogD7.4,"fraction unbound 
in plasma (fu)",moka_ionState7.4,std_smiles,std_relation,human VDss (L/kg),inchi_key
-4.6,,anionic,CS(=O)(=O)OCCN(CCBr)c1c(C(=O)NCCOP(=O)(O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],=,0.86,GZSOKPMDWVRVMG-UHFFFAOYSA-N
1.7,0.4,neutral,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],=,,SNIOPGDIGTZGOP-UHFFFAOYSA-N
-0.28,0.54,cationic,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,=,0.21,YXRDKMPIGHSVRX-OOJCLDBCSA-N
1.9,0.12,cationic,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,=,2.0,ZPUCINDJVBIVPJ-LJISPDSOSA-N
3.6,0.14,neutral,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,=,28.0,JXLYSJRDGCGARV-CFWMRBGOSA-N
-2.0,,anionic,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(/N=C/c4ccco4)C3=O)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,=,0.2,YSUBQYRZZFVMTL-YNDGFOBUSA-N
-1.3,0.4,anionic,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,=,0.24,JGSARLDLIJGVTE-MBNYWOFBSA-N
1.0,0.024,anionic,CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,=,0.18,QNQZBKQEIFTHFZ-GOSISDBHSA-N
-9.0,,cationic,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](N)CO)C(C)C)CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)O)C(C)C)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O,=,0.19,HPNRHPKXQZSDFX-OAQDCNSJSA-N
-0.14,0.07,neutral,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,=,1.2,OHRURASPPZQGQM-GCCNXGTGSA-N
3.4,,cationic,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,=,0.57,WZHJKEUHNJHDLS-QTGUNEKASA-N
-6.0,,zwitterionic,N=C(N)NCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,=,0.42,UUQHAAWMCLITRZ-KEOOTSPTSA-N
-0.88,,neutral,Cc1ncc([N+](=O)[O-])n1CC(O)CN1CCOCC1,=,0.75,GAZGHCHCYRSPIV-UHFFFAOYSA-N
-9.0,,anionic,O=C(O)C[C@H](NC(=O)CP(=O)(O)O)C(=O)O,=,0.33,ZZKNRXZVGOYGJT-VKHMYHEASA-N
1.4,0.47,cationic,CC[C@@]1(O)CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,=,6.8,QJYVSAYVZYKUJL-LGWHJFRWSA-N
-8.4,0.15,cationic,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,=,0.19,URWAJWIAIPFPJE-YFMIWBNJSA-N
3.2,,anionic,O=C(O)c1cccc(Cc2cc(Cl)ccc2OCc2ccc(Cl)cc2F)n1,=,0.77,HJPAXYLYYQIFCK-UHFFFAOYSA-N
-2.4,0.67,zwitterionic,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5,=,0.12,GNJCUHZOSOYIEC-GAROZEBRSA-N
1.7,0.4,cationic,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,=,2.72,OXTYVEUAQHPPMV-UHFFFAOYSA-N
3.5,0.0012,neutral,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,=,1.0,MVWVFYHBGMAFLY-UHFFFAOYSA-N
1.4,,cationic,C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1cnccn1,=,1.86,AYEYSXMZCARQKR-AWEZNQCLSA-N
2.2,0.05,neutral,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,=,0.24,SUBDBMMJDZJVOS-UHFFFAOYSA-N
2.8,0.12,neutral,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,=,1.6,FJIKWRGCXUCUIG-UHFFFAOYSA-N
3.1,0.05,anionic,CC1(C)C(/C=C\C=C\C=C\C=C2/N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,=,0.035,BDBMLMBYCXNVMC-UHFFFAOYSA-N
4.4,,anionic,CCCCCCCCOCCOC(=O)CN(CC(=O)O)c1ccccc1OCCOc1ccccc1N(CC(=O)O)CC(=O)OCCOCCCCCCCC,=,1.1,FTGBVHPWUIHWRH-UHFFFAOYSA-N
-9.0,0.03,cationic,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCO)C(=O)O)[C@@H](C)O,=,0.07,MQCKZUPRTHWQQQ-IOQNLEIOSA-N
-3.1,0.86,zwitterionic,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,=,0.24,ZSKVGTPCRGIANV-ZXFLCMHBSA-N
0.82,0.72,neutral,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],=,1.9,MOYKHGMNXAOIAT-JGWLITMVSA-N
-4.3,,cationic,O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,=,,IWKXDMQDITUYRK-KUBHLMPHSA-N
4.3,0.01,neutral,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,=,0.51,VRBKIVRKKCLPHA-UHFFFAOYSA-N
2.8,0.07,cationic,COc1ccc(CCN(C)CCC[C@](C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,=,1.75,XQLWNAFCTODIRK-MUUNZHRXSA-N
2.1,0.2,neutral,CC(C)(C)[C@H](NC(=O)[C@H](CC1CCCC1)CN(O)C=O)C(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1,=,1.1,IBEANEPZNLVRRY-RCZVLFRGSA-N
-2.8,,neutral,C[N+]1(CC2CC2)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,=,1.12,QVVOZYKELHAIPX-WVHCHWADSA-N
2.3,0.09,cationic,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,=,22.15,KTEIFNKAUNYNJU-GFCCVEGCSA-N
-2.2,,cationic,C[C@@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3C[C@](O)(C(=O)CO)Cc4c(O)c5c(c(O)c43)C(=O)c3ccccc3C5=O)O[C@H]2C)C[C@H](N)[C@@H]1O,=,2.4,VQHRZZISQVWPLK-UIRGBLDSSA-N
-2.6,0.7,cationic,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,=,0.54,MYPYJXKWCTUITO-LYRMYLQWSA-N
0.46,0.66,cationic,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,=,2.4,VHYCDWMUTMEGQY-UHFFFAOYSA-N
2.0,0.43,cationic,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,=,140.0,WHTVZRBIWZFKQO-UHFFFAOYSA-N
-2.6,0.043,anionic,Nc1nc(C(=NO)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(C=C4CCN(CC(F)(F)F)C4=O)CS[C@H]23)cs1,=,0.11,NOAJGZYUGGBORE-BDJLRTHQSA-N
0.023,0.002,anionic,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,=,0.09,CMWTZPSULFXXJA-VIFPVBQESA-N
0.44,0.005,cationic,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,=,17.0,HTIQEAQVCYTUBX-UHFFFAOYSA-N
3.1,0.02,cationic,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,=,35.3,YQNWZWMKLDQSAC-UHFFFAOYSA-N
0.23,,cationic,CCOc1ccccc1OCC1CNCCO1,=,0.73,YWPHCCPCQOJSGZ-UHFFFAOYSA-N
1.4,,neutral,CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,=,3.1,NICJCIQSJJKZAH-AWEZNQCLSA-N
-1.0,0.006,anionic,O=C(O)[C@@H]1C[C@@H](C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1,=,0.13,WOIWWYDXDVSWAZ-RTWAWAEBSA-N
-8.8,0.7,anionic,NCCC(O)(P(=O)(O)O)P(=O)(O)O,=,1.8,WRUUGTRCQOWXEG-UHFFFAOYSA-N
-0.26,0.7,cationic,Clc1ccc2nsnc2c1NC1=NCCN1,=,2.4,XFYDIVBRZNQMJC-UHFFFAOYSA-N
-3.1,0.08,anionic,O=C(/C=C/c1ccc(O)c2c1[C@H](C(=O)OC(Cc1ccc(O)c(O)c1)C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,=,0.14,SNKFFCBZYFGCQN-ARBMFGAVSA-N
2.5,0.097,cationic,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,=,12.0,YSXKPIUOCJLQIE-UHFFFAOYSA-N
0.97,0.5,cationic,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,=,4.8,SGUAFYQXFOLMHL-UHFFFAOYSA-N
3.3,,neutral,CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,=,6.95,UUSZLLQJYRSZIS-LXNNNBEUSA-N
-1.4,0.45,anionic,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,=,0.41,BPLBGHOLXOTWMN-MBNYWOFBSA-N
2.4,,neutral,CCC1(c2cnc[nH]2)Cc2ccccc2C1,=,2.7,HSWPZIDYAHLZDD-UHFFFAOYSA-N
4.8,,neutral,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(O)cc1c2[Si](C)(C)C(C)(C)C,=,0.47,XUSKJHCMMWAAHV-SANMLTNESA-N
-2.3,0.8,zwitterionic,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)NC(=N)N)c3ccccc3)C(=O)N2[C@@H]1C(=O)O,=,0.24,GIPLLNWRTXVAHM-ZHSDAYTOSA-N
1.6,,neutral,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,=,0.18,YNZXWQJZEDLQEG-UHFFFAOYSA-N
0.53,0.76,neutral,O=C(NCCO[N+](=O)[O-])c1cccnc1,=,1.4,LBHIOVVIQHSOQN-UHFFFAOYSA-N
0.95,0.7,cationic,CN(C)C[C@H](c1ccc(O)cc1)C1(O)CCCCC1,=,3.5,KYYIDSXMWOZKMP-OAHLLOKOSA-N
1.2,0.066,neutral,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,=,0.44,WDJUZGPOPHTGOT-XUDUSOBPSA-N
2.3,,cationic,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,=,2.39,DWZAEMINVBZMHQ-UHFFFAOYSA-N
3.3,,cationic,CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C,=,1.73,VEPZOLKTNZOTTQ-UHFFFAOYSA-N
4.1,0.055,cationic,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,=,1.6,QZUDBNBUXVUHMW-UHFFFAOYSA-N
-0.99,,cationic,COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1,=,22.75,DOTGPNHGTYJDEP-UHFFFAOYSA-N
-2.5,,anionic,O=C(O)C(Cl)Cl,=,0.19,JXTHNDFMNIQAHM-UHFFFAOYSA-N
-0.4,,neutral,CN(CC(N)=O)C(=O)N(CCCl)N=O,=,0.76,HYHJFNXFVPGMBI-UHFFFAOYSA-N
-0.36,0.6,zwitterionic,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,=,1.4,FABPRXSRWADJSP-MEDUHNTESA-N
1.9,0.36,neutral,Cc1ncsc1CCCl,=,6.6,PCLITLDOTJTVDJ-UHFFFAOYSA-N
-0.91,,cationic,[H]/N=C(\N)c1cccc(C[C@@H](C(=O)OC)[C@@H](C)NC(=O)c2ccc(-c3cc[n+]([O-])cc3)cc2)c1,=,0.89,PFGVNLZDWRZPJW-OPAMFIHVSA-N
-0.86,,cationic,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,=,1.1,JTVPZMFULRWINT-UHFFFAOYSA-N
-2.0,,anionic,CN1C(=O)[C@H](O)C[C@H]1c1cccnc1,=,0.85,XOKCJXZZNAUIQN-DTWKUNHWSA-N
0.13,,anionic,CCCc1c(OCCCS(=O)(=O)c2ccc(C(=O)CCC(=O)O)cc2)ccc(C(C)=O)c1O,=,,ZAKKEARLDPTRLX-UHFFFAOYSA-N
0.98,,cationic,CNC[C@H](O)CC12CCC(c3ccccc31)c1ccccc12,=,18.8,FDXQKWSTUZCCTM-ZUIJCZDSSA-N
-1.5,0.92,cationic,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,=,1.9,NDAUXUAQIAJITI-UHFFFAOYSA-N
-9.0,,cationic,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@@H](N)CS)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(N)=O)C(C)C,=,0.23,MKPOFZGVVSUXKS-JKQNMTHDSA-N
1.3,0.3,neutral,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,=,1.48,ZJKNESGOIKRXQY-UHFFFAOYSA-N
-0.37,0.12,anionic,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,=,,UWWDHYUMIORJTA-HSQYWUDLSA-N
0.43,0.7,cationic,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,=,2.4,AMKVXSZCKVJAGH-UHFFFAOYSA-N
-1.2,0.002,anionic,OCCO[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(S)nc32)[C@H](O)[C@@H]1O,=,1.25,KHPMHVDVKAOINW-AAIYSHPVSA-N
0.89,0.54,neutral,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,=,1.7,UZHSEJADLWPNLE-GRGSLBFTSA-N
-2.9,0.2,cationic,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,=,12.0,FPZLLRFZJZRHSY-HJYUBDRYSA-N
1.6,0.02,neutral,COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,=,0.17,IQPSEEYGBUAQFF-UHFFFAOYSA-N
-1.3,0.033,anionic,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCC(C)C)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@@H](N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@@H](C(=O)O)c2cc(O)cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,=,0.42,FHBQKTSCJKPYIO-KHNUJSQESA-N
3.9,0.87,neutral,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,=,23.0,GBABOYUKABKIAF-IELIFDKJSA-N
-4.5,0.1,anionic,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,=,0.88,DJSISFGPUUYILV-ZFORQUDYSA-N
2.1,0.09,neutral,COc1c2occc2cc2ccc(=O)oc12,=,0.61,QXKHYNVANLEOEG-UHFFFAOYSA-N
-0.72,0.95,neutral,CC(C)[N+]1(C)[C@H]2CC[C@@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2,=,5.1,OEXHQOGQTVQTAT-PPAWOBCPSA-N
5.9,,neutral,Cc1c[nH]c2c(O)cc3c(c12)[C@H](CCl)CN3C(=O)c1cc2cc(NC(=O)Nc3ccc4[nH]c(C(=O)N5C[C@@H](CCl)c6c5cc(O)c5[nH]cc(C)c65)cc4c3)ccc2[nH]1,=,0.05,FONKWHRXTPJODV-DNQXCXABSA-N
0.068,0.9,zwitterionic,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,=,0.37,BWWVAEOLVKTZFQ-ISVUSNJMSA-N
0.12,0.02,anionic,CC(=O)C[C@H](c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,=,0.24,VABCILAOYCMVPS-OAHLLOKOSA-N
-4.3,0.15,anionic,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,=,0.13,SNBUBQHDYVFSQF-HIFRSBDPSA-N
0.75,0.005,neutral,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,=,2.13,NBRBXGKOEOGLOI-UHFFFAOYSA-N
-9.0,,cationic,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@H](C(N)=O)C(C)C,=,0.16,OWMZNFCDEHGFEP-NFBCVYDUSA-N
0.98,0.4,cationic,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,=,15.85,COUYJEVMBVSIHV-SFHVURJKSA-N
1.5,0.1,anionic,Cc1cccc(Cl)c1C(=O)N[C@@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)O,=,0.3,WCGJWHNYKVSSFL-SFHVURJKSA-N
3.4,0.18,cationic,CCNC(=NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN=C(NCC)NCC)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CO)NC(=O)[C@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O)NCC,=,0.21,GJNXBNATEDXMAK-OSONCRFWSA-N
-5.0,,cationic,N=C(N)N/N=C1\CCc2c(C(=N)N)cccc21,=,20.0,CYPGNVSXMAUSJY-CXUHLZMHSA-N
0.47,0.1,cationic,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,=,0.95,ULGZDMOVFRHVEP-RWJQBGPGSA-N
2.9,,neutral,COP(=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,=,0.56,CGBYTKOSZYQOPV-ONEGZZNKSA-N
-0.54,0.5,anionic,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,=,0.46,TUZYXOIXSAXUGO-PZAWKZKUSA-N
-3.0,,neutral,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,=,0.47,NMUSYJAQQFHJEW-KVTDHHQDSA-N
0.73,0.02,zwitterionic,CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,=,0.14,KGPGQDLTDHGEGT-SZUNQUCBSA-N
-0.51,0.22,neutral,O=C(/C=C/c1ccc(O)cc1)C1=C(O)[C@](O)([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(O)=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O,=,0.2,LIPJRCGLQNIXGO-YXDCRBDKSA-N
-2.5,,cationic,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,=,2.7,PZFAZQUREQIODZ-LJQANCHMSA-N
4.3,,cationic,CCCCCCCCCCCCCCC[C@@H](O)[C@H](C)N,=,30.7,YRYJJIXWWQLGGV-ZWKOTPCHSA-N
3.3,0.028,neutral,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,=,3.6,QWAXKHKRTORLEM-UGJKXSETSA-N
