std_smiles,human_VDss_L/kg
CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)C([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)C([C@@H](C)O)NC4=O)cc3)no2)cc1,0.21
CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@H](C)O)NC4=O)cc3)no2)cc1,0.21
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@@H]1N2C,3.9
CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,0.32
CCCn1c(=O)c2[nH]c(C34CC5CC(CC3C5)C4)nc2n(CCC)c1=O,4.3
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.89
CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,0.13
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,0.13
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,2.2
COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,25.0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2.9
Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,0.93
CCOc1ccc2ccccc2c1NC(=O)[C@@H]1C(=O)N2C(C(=O)[O-])C(C)(C)S[C@H]12,0.22
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,0.56
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,3.3
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,3.3
CCN1C[C@@H]2CN(C)C[C@H](C1)C2OC(=O)c1ccc(Cl)cc1,9.0
Cc1ccnc2c1N=C(N)c1cccnc1N2C1CC1,1.3
Cn1cc[nH]c1=S,0.86
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,
C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,
N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,1.5
N[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4C[C@H]4F)c3c2Cl)CC12CC2,1.5
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CC[Si](C)(C)C,3.26
O=C1c2ccccc2OCN1CCO[N+](=O)[O-],0.68
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,5.18
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,1.9
CNS(=O)(=O)CCc1ccc2[nH]ccc2c1,2.4
N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,1.36
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.37
O=P(NCCCl)(NCCCl)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.24
COc1ccc(OC)c([C@H](O)CNC(=O)CN)c1,0.67
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,7.7
Nc1nc(Cl)nc2c1ncn2[C@H]1CC(O)[C@@H](CO)O1,7.7
CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,0.33
CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc3ccccc3c2)CSSC[C@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,0.2
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,0.22
C[N+](C)(C)NCCC(=O)[O-],0.7
CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,0.88
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,6.1
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0.38
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,0.15
CC(=O)N[C@@H](CS)C(=O)[O-],0.55
CC(=O)N[C@@H](CS)C(=O)O,0.55
CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,1.6
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,14.0
Clc1ccccc1N1CCNCC1,2.5
COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,10.34
O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,2.7
CNCC[C@@H](O)[C@@H]1C[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)CN1,0.22
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,0.25
N[C@H](C(=O)O)[C@@H]1CC(Cl)=NO1,0.5
C[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC(F)F)CCN1,1.1
O=C(NCCN1CCN=C1c1ccncc1)Nc1ccc(C(=O)O)cc1,0.35
C=C(C[C@H](NC(=O)c1ccc(CCc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,0.7
CC1=NN(c2ccccc2)C(=O)C1,0.23
C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,4.4
CC(C(O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,4.4
O=C(Oc1ccc(F)cc1)c1ccc(Cl)cc1,13.0
N#C[C@H]1CC2C[C@H]2N1C(=O)[C@H](N)C12CC3CC(CC(O)(C3)C1)C2,1.8
NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,1.9
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,6.69
OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,0.77
CCNC(=O)OC1CCN(c2nncc3cc(OC)c(OC)cc23)CC1,0.67
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,1.2
C=CC[C@@H]1/C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,1.2
CC[C@@]1(O)CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,6.8
CN(CC(=O)NO)C(=O)[C@@H]1CCCC[C@@H]1C(=O)O,1.0
CCOc1ccc2c(c1)[C@]1(CC[C@H](OCCN3CCOCC3)CC1)C(=O)N2S(=O)(=O)c1ccc(C(=O)NC(C)(C)C)cc1OC,7.0
O=C([O-])C[O-],0.67
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,0.87
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,0.87
CC(C)[C@H](NC(=O)[C@H](C(C)C)N(C)C)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)NC(C)(C)C)C(C)C,0.33
CC(C)(O)[C@@H]1CC[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)O1,0.12
O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,1.45
CN(C)CC(Oc1ccccc1)Oc1ccccc1,2.8
CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,0.18
CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,0.24
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,0.3
CN(C)CCO[C@]1(c2ccccc2)C[C@H]2CC[C@]1(C)C2(C)C,7.7
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,2.73
O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O,0.07
NC1=NC(=O)C([C@H]2CO[C@H](CO)O2)C=N1,1.0
Cc1cnc(NCCCN(C)C)c2c1[nH]c1ccc3cc(O)ccc3c12,11.0
C=CCN1CCC[C@H]1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,2.3
NNC(=O)c1ccncc1,0.82
Cc1ccc(-n2ccnc2)cc1C(O)c1c(C)cc(C(=O)O)cc1C,0.37
CNCCCC12CCC(c3ccccc31)c1ccccc12,45.0
CCCN[C@H](C)C(=O)Nc1c(C)csc1C(=O)OC,7.7
Cc1c(O)ccc2c1OC[C@@H](c1ccc(O)cc1)[C@H]2c1ccc(O)cc1,1.2
C[N+]1(CC2CC2)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,1.12
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,3.6
CC[C@]1(C)NC(=O)[C@H](Cc2cccs2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)CCCSC[C@@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,0.31
COc1c2occc2cc2ccc(=O)oc12,0.61
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,14.4
Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12,0.43
CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,0.26
FC(F)(F)C(F)(F)C(F)(F)F,1.6
C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,1.9
[2H]C1([2H])N(C)C([2H])([2H])C([2H])([2H])N(C2=Nc3cc(Cl)ccc3Nc3ccccc32)C1([2H])[2H],1.6
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1.6
CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,19.4
CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,3.8
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1.1
CC[C@@H](C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,1.7
COc1ccc(C)cc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,0.75
C[C@@H]1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,9.8
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,1.07
C/C=C1\NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](CCCN)NC(=O)[C@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCCC(C)C)C(C)C)[C@@H](C)O)C(C)C)C(C)C)[C@@H](C)CC)[C@@H](C)OC(=O)[C@H](C(C)C)NC1=O,0.11
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,3.0
CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C[C@@H]1C,21.98
C[C@@H](C(=O)O)c1cccc(Oc2ccccc2)c1,0.1
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,0.21
COC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,0.17
O=C1CCNC(=O)C1,1.1
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.12
CCN(CC)CCNC(=O)c1ccc(N)cc1,2.2
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,3.9
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.75
CC(=O)CC(=O)Nc1ccc(-c2ccccc2)cc1,0.4
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,18.0
CN1CCOC(c2ccccc2)c2ccccc2C1,5.6
CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,0.72
Cc1cn[nH]c1,0.35
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,
CC[C@]1(O)C[C@H]2CN(CCC3C(=Nc4ccccc43)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,5.0
CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.12
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0.32
C/C=C/c1cc(OC)c(OC)cc1OC,1.0
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,3.3
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.19
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0.89
CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,0.11
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,1.41
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,1.71
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,4.9
Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,0.27
Nc1cc(-c2ccncc2)c[nH]c1=O,1.3
C[NH+]1CCN2c3[nH+]cccc3Cc3ccccc3[C@@H]2C1,4.2
CN1CCN2c3ncccc3Cc3ccccc3C2C1,4.2
CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,6.6
CC1(C)C(/C=C\C=C\C=C/C=C2\N(CCCCS(=O)(=O)[O-])c3c(ccc4ccccc34)C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2c1ccc1ccccc21,0.035
N/N=c1\[nH]ncc2ccccc12,1.5
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,0.43
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1,0.49
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,0.19
CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,0.12
CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,1.3
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3,4.77
CN(C)C(=O)Oc1ccc[n+](C)c1,1.1
CC(C)C[C@@H](NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,0.14
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(CN)S[C@H]12,0.23
C=C(Br)C(=O)Nc1cc(C(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCN=C(N)N)n(C)c4)n(C)c3)n(C)c2)n(C)c1,0.36
Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1,1.0
Nc1ccn([C@@H]2CO[C@H](CO)S2)c(=O)n1,0.84
Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1,1.18
CCn1cnc(C(=O)NC)c1C(=O)NC,0.73
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,1.3
CO[C@H]1C[C@@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@H]3O[C@@H](C)C[C@@H](N(C)C)[C@H]3O)[C@H]2C)O[C@@H](C)[C@@H]1O,0.77
CC(=O)Nc1ccc(O)cc1,1.0
COc1ccc(Cl)cc1C(=O)NC(C)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0.08
Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,3.8
CC(C)(N)CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C1=O,0.2
CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,0.39
NC[C@H]1OC(O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.26
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.26
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,1.5
CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,3.0
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,0.29
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,0.33
NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,0.68
O=C(O)CCCSCCN1C(=O)CC[C@@H]1/C=C/[C@@H](O)Cc1ccc(F)cc1,0.48
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,0.48
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,4.85
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,0.83
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,0.21
C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,4.8
C[C@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1,4.8
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,4.8
CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,1.0
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,0.46
CCCn1c(=O)[nH]c(=O)c2nc[nH]c21,0.63
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O,0.87
Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,4.0
NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,0.17
NCc1ccccc1CC(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CSC12,0.17
NCCCCCC(=O)O,0.39
Cc1ccc(C(=O)N(CCCN)C(c2nc3snc(C)c3c(=O)n2Cc2ccccc2)C(C)C)cc1,6.74
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@]2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]32)[C@H](C)O)C(=O)C1=O,0.19
COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,0.13
CN1CCC[C@H]1c1cccnc1,2.6
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],
O=C(/C=C/c1ccc(O)c2c1[C@H](C(=O)OC(Cc1ccc(O)c(O)c1)C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,0.14
CN(C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1,3.3
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,3.3
O=C(O)Cn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(-n3ccnc3)cc21,0.19
Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,1.51
C[C@@H]1C(=O)O[C@H]2[C@H](O)C34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)OC4(C(=O)O5)[C@@]12O,0.91
C[C@@H]1C(=O)O[C@H]2[C@H](O)C34[C@H]5C[C@@H](C(C)(C)C)C36C(OC(=O)[C@@H]6O)O[C@]4(C(=O)O5)[C@@]12O,0.91
CCNCC(O)c1cccc(O)c1,2.1
O[C@H]1OC[C@@H](O)[C@H](O)[C@H]1O,0.23
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,1.7
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(CO)C[C@H]21,5.06
CN1[C@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@@H]1O[C@@H]12,3.1
CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,3.1
COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,0.24
COc1ccc2[nH]c([S@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,0.2
Nc1ncnc2c1ncn2CCOCP(=O)(O)O,0.42
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C\CNC(=O)/C=C/[C@@H](C)[C@H](C(C)C)OC(=O)[C@@H]12,0.39
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12,0.39
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@@H]1c1cccc([N+](=O)[O-])c1,8.4
Cc1nc(NNC(=O)C(CC2CCCC2)CN(O)C=O)c(F)c(N2CCN3CCOCC3C2)n1,0.75
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,80.5
CN(C(=O)Cc1cccc2sccc12)[C@@H]1CCCC[C@H]1N1CCCC1,1.1
