Name,CAS #,SMILES,human VDss(L/kg),human fup,logD@pH7.4,Cationic fi@pH7.4,pKa1,pKa1 type,pKa2,pKa2 type,pKa3,pKa3 type,pKa4,pKa4 type,pKa ref,logD ref,VDss and fup ref.,Alpha_adrenergic,Beta_adrenergic,benzodiazepine,Beta_lactams_cephalosporines,Beta_lactams_penams_penems,Ca_blockers_dihydropyridines,fluoroquinolone_antibiotics,morphinans,NSAIDs,nucleotide,steroids,tri_tetracyclic_antidepressants
Promethazine,60-87-7,CC(CN1c2ccccc2Sc3ccccc13)N(C)C,14,0.09,3.33,0.980,9.1,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Propafenone,54063-53-5,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,2.2,0.038,1.49,0.987,9.27,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Propofol,2078-54-8,CC(C)c1cccc(C(C)C)c1O,4.7,0.016,4.19,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Propranolol,525-66-6,CC(C)NCC(O)COc1cccc2ccccc12,3.1,0.13,0.93,0.991,9.45,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,1,0,0,0,0,0,0,0,0,0,0
Quinacrine,83-89-6,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13,45,0.13,1.1,1.680,7.73,b,10.2,b,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics.   J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Quinidine,56-54-2,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,2.9,0.26,1.51,0.817,8.05,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Raclopride,84225-95-6,c1(c(c(cc(c1O)Cl)Cl)OC)C(=O)NC[C@H]1N(CCC1)CC,1.1,0.06,1.3,0.985,5.81,a,9.21,b,,,,,"Carrupt, Pierre Alain; Tsai, Ruey Shiuan; El Tayar, Nabil; Testa, Bernard; De Paulis, Tomas; Hoegberg, Thomas. Ionization behavior and ionization-​dependent conformation of raclopride, a dopamine D2 receptor antagonist. Helv. Chim. Acta. 1991, 74, 956-968","Bouchard, Geraldine; Carrupt, Pierre-Alain; Testa, Bernard; Gobry, Veronique; Girault, Hubert H. Theoretical and Experimental Exploration of the Lipophilicity of Zwitterionic Drugs in the 1,2-Dichloroethane/Water System. Pharm. Res. 2002,  19, 1150-1159.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Ranitidine,66357-35-5,CN\C(=C/N(=O)=O)\NCCSCc1oc(CN(C)C)cc1,1.2,0.95,-0.5,0.922,8.47,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Remoxipride,80125-14-0,CCN1CCC[C@H]1CNC(=O)c2c(OC)ccc(Br)c2OC,0.65,0.16,0.71,0.969,8.9,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Risperidone,106266-06-2,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,1.1,0.1,1.59,0.888,8.3,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Rivastigmine,123441-03-2,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,1.3,0.6,0.37,0.975,8.99,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Sotalol,3930-20-9,CC(C)NCC(O)c1ccc(NS(=O)(=O)C)cc1,1.3,0.62,-1.45,0.996,9.76,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,1,0,0,0,0,0,0,0,0,0,0
Sparfloxacin,110871-86-8,C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O,3.9,0.55,-0.11,0.964,6.27,a,8.8,b,,,,,"Morimura, Tetsu; Nobuhara, Yoshifumi; Matsukura, Hayashi. Thermodegradation kinetics of the new antibacterial fluoroquinolone derivative, sparfloxacin, in aqueous solution. Chem.  Pharm. Bull. 1996, 44, 1618-1620.","Delon, Annie; Bououet, Serge; Huguet, Francois; Brunet, Valerie; Courtois, Philippe; Couet, William. Pharmacokinetic-Pharmacodynamic Contributions to the Convulsant Activity of Fluoroquinolones in Rats. Antimicr. Ag. Chemother. 1999, 43, 1511-1515.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,1,0,0,0,0,0
Sufentanil,56030-54-7,CCC(=O)N(c1ccccc1)C2(COC)CCN(CCc3cccs3)CC2,9.4,0.075,3.34,0.738,7.85,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Sulfamethoxazole,723-46-6,Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1,0.3,0.23,-0.93,0.000,2.5,b,5.55,a,,,,,"pKa2 average of 5.65 and 5.45. Babic, Sandra; Horvat, Alka J. M.; Mutavdzic Pavlovic, Dragana; Kastelan-Macan, Marija. Determination of pKa values of active pharmaceutical ingredients. TrAC, Trends Anal. Chem. 2007, 26, 1043-1061. (ref. 36 in cited work).//Martinez, Fleming; Gomez, Alfredo. Thermodynamics of partitioning of some sulfonamides in 1-​octanol-​buffer and liposome systems. J. Phys. Org. Chem. 2002, 15, 874-880."," logP' at pI (4.0) = 0.92. Considered as neutral (logP) at pH 4.0 and calculated with pKa2. Martinez, Fleming; Gomez, Alfredo. Thermodynamics of partitioning of some sulfonamides in 1-​octanol-​buffer and liposome systems. J. Phys. Org. Chem. 2002, 15, 874-880.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Sulfasalazine,599-79-1,c1(S(Nc2ccccn2)(=O)=O)ccc(\N=N\c2cc(c(O)cc2)C(O)=O)cc1,0.11,0.004,0.8,0.000,2.27,a,7.87,a,11.31,a,,,"Shalaeva, Marina; Kenseth, Jeremy; Lombardo, Franco; Bastin, Andrea . Measurement of Dissociation Constants (pKa Values) of Organic Compounds by Multiplexed Capillary Electrophoresis Using Aqueous and Cosolvent Buffers. J. Pharm. Sci. 2008, 97, 2581-2606.","Ol'khovich, Marina V.; Sharapova, Angelica V.; Blokhina, Svetlana V.; Perlovich, German L. Sulfasalazine: Dissolution and Distribution in Pharmaceutically Relevant Mediums.  J. Chem. Eng. Data, 2017, 62, 123–128.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Sulfinpyrazone,57-96-5,O=C1C(CCS(=O)c2ccccc2)C(=O)N(N1c3ccccc3)c4ccccc4,0.12,0.017,-1.47,0.000,2.37,a,,,,,,,"Bouchard, Geraldine; Carrupt, Pierre-Alain; Testa, Bernard; Gobry, Veronique; Girault, Hubert H. Lipophilicity and Solvation of Anionic Drugs. Chemistry - A European Journal 2002, 8, 3478-3484. (ref.30, same group)","Estimated via measured pKa and logP, 3.56. Bouchard, Geraldine; Carrupt, Pierre-Alain; Testa, Bernard; Gobry, Veronique; Girault, Hubert H. Lipophilicity and Solvation of Anionic Drugs. Chemistry - A European Journal 2002, 8, 3478-3484. ","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Sumatriptan,103628-46-2,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,1.7,0.83,-0.4,0.992,9.5,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Suprofen,40828-46-4,CC(C(=O)O)c1ccc(cc1)C(=O)c2cccs2,0.04,0.006,-0.52,0.000,4.05,a,,,,,,,"Bouchard, Geraldine; Carrupt, Pierre-Alain; Testa, Bernard; Gobry, Veronique; Girault, Hubert H. Lipophilicity and Solvation of Anionic Drugs. Chemistry - A European Journal 2002, 8, 3478-3484.","Estimated via measured pKa and logP, 2.83. Bouchard, Geraldine; Carrupt, Pierre-Alain; Testa, Bernard; Gobry, Veronique; Girault, Hubert H. Lipophilicity and Solvation of Anionic Drugs. Chemistry - A European Journal 2002, 8, 3478-3484.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,1,0,0,0
Tacrine,321-64-2,Nc1c2CCCCc2nc3ccccc13,11,0.25,0.17,0.996,9.8,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Tebufelone,112018-00-5,[H]C#CCCCC(c1cc(c(c(c1)C(C)(C)C)O[H])C(C)(C)C)=O,12,0.0007,5.63,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Tenoxicam,59804-37-4,CN1C(=C(O)c2sccc2S1(=O)=O)C(=O)Nc3ccccn3,0.19,0.0085,-0.32,0.000,1.07,b,5.34,a,,,,," Bernhard, E.; Zimmermann, F. Contribution to the Understanding of Oxicam Ionization Constants. Arzneimittel-Forschung 1984, 34, 647-648","Tsai, Ruey Shiuan; Carrupt, Pierre Alain; El Tayar, Nabil; Giroud, Yvan; Andrade, Pedro; Testa, Bernard; Bree, Francoise; Tillement, Jean Pal. Physicochemical and structural properties of non-​steroidal anti-​inflammatory oxicams. Helv. Cim. Acta, 1993, 76, 842-854.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,1,0,0,0
Terbutaline,23031-25-6,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,1.5,0.75,-1.49,0.952,8.7,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,1,0,0,0,0,0,0,0,0,0,0
Testosterone,58-22-0,[C@@H]12[C@@H]([C@@]3(C(=CC(=O)CC3)CC2)C)CC[C@]2([C@H]1CC[C@@H]2O)C,0.35,0.057,3.17,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,1,0
Tetracycline,60-54-8,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O,1.2,0.78,-1.41,0.998,3.32,a,7.78,a,9.58,b,,,"Babic, Sandra; Horvat, Alka J. M.; Mutavdzic Pavlovic, Dragana; Kastelan-Macan, Marija. Determination of pKa values of active pharmaceutical ingredients. TrAC, Trends Anal. Chem. 2007, 26, 1043-1061. (ref. 3 in cited work).","Benet, Leslie Z.; Broccatelli, Fabio; Oprea, Tudor I.  BDDCS Applied to Over 900 Drugs. AAPS Journal 2011, 13, 519-547.//Colaizzi, John L.; Klink, Paul R. pH-Partition Behavior of Tetracyclines. J. Pharm. Sci. 1969, 58, 1184-1189.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
"Tetrahydrocannabinol, D9-",1972-08-3,CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1,8.9,0.05,6.99,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Theophylline,58-55-9,CN1C(=O)N(C)c2[nH]cnc2C1=O,0.51,0.61,0.49,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,1,0,0
Thiopental,76-75-5,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,1.2,0.14,-0.69,0.000,7.45,a,,,,,,,"Kakemi, Kiichiro; Arita, Takaichi; Hori, Ryohei; Konishi, Ryoji. Absorption and excretion of drugs.  XXX.  Absorption of barbituric acid derivatives from rat stomach. Chem. Pharm. Bull. 1967, 15, 1534-1539.","Benet, Leslie Z.; Broccatelli, Fabio; Oprea, Tudor I.  BDDCS Applied to Over 900 Drugs. AAPS Journal 2011, 13, 519-547.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Tiaprofenic acid,33005-95-7,O=C(c1ccccc1)c1sc(cc1)[C@@H](C(=O)O)C,0.08,0.015,-0.74,0.000,3.8,a,,,,,,,"Pehourcq, F.; Matoga, M.; Jarry, C.; Bannwarth, B. Study of the lipophilicity of arylpropionic non-​steroidal anti-​inflammatory drugs. A comparison between LC retention data on a polymer-​based column and octanol-​water partition coefficients. J.Liq. Chrom. Rel. Technol. 2001, 24, 2177-2186. ","logD estimated from pKa and logP = 2.86. Pehourcq, F.; Matoga, M.; Jarry, C.; Bannwarth, B. Study of the lipophilicity of arylpropionic non-​steroidal anti-​inflammatory drugs. A comparison between LC retention data on a polymer-​based column and octanol-​water partition coefficients. J.Liq. Chrom. Rel. Technol. 2001, 24, 2177-2186. ","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,1,0,0,0
Timolol,26839-75-8,CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,1.5,0.9,-0.39,0.962,8.8,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,1,0,0,0,0,0,0,0,0,0,0
Tolamolol,38103-61-6,Cc1ccccc1OCC(O)CNCCOc2ccc(cc2)C(=O)N,4,0.089,1.81,0.760,7.9,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,1,0,0,0,0,0,0,0,0,0,0
